,epoch,lr,tiempo,trn_loss,val_loss,val_acc,val_auc,f1_micro,f1_macro,f1_weighted,best_epoch,best_loss,best_acc,best_auc,best_f1_micro,best_f1_macro,best_f1_weighted
20,20,0.0008309631326371942,96.01,0.8662262558937073,1.08156631958403,0.5191780821917809,0.6896489872603244,0.5191780821917809,0.27710070633508577,0.6154300724289204,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
21,21,0.0008106746843983651,100.53,0.85216304063797,1.3975164945403191,0.2508561643835616,0.6791922679038402,0.2508561643835616,0.21391216461775953,0.3346109708859485,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
22,22,0.0007895197680561315,105.08,0.8656296789646148,1.0032935043516225,0.5686643835616438,0.681396976661598,0.5686643835616438,0.29274655080415324,0.6515421308499932,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
23,23,0.0007675583495192725,109.63,0.9103717625141143,1.1609695630326664,0.43133561643835616,0.6915246612997337,0.43133561643835616,0.2715574230929808,0.5355109990799389,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
24,24,0.0007448526808146619,114.27,0.9273665904998779,0.8594870507104756,0.7142123287671233,0.6914927804568111,0.7142123287671233,0.30582144501853314,0.7468413664902412,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
25,25,0.0007214671236271335,118.8,0.8140123188495636,1.1335843253421456,0.4267123287671233,0.6856640524838729,0.4267123287671233,0.2733654686620552,0.530719936175625,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
26,26,0.0006974679668592937,123.36,0.8188416838645936,0.9822722920918301,0.5,0.6953921554140223,0.5,0.29016651786734465,0.5985645766643022,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
27,27,0.0006729232387284249,127.94,0.9159965574741363,0.9086622494234614,0.6027397260273972,0.7036094623110675,0.6027397260273972,0.3081961538507688,0.6801746669334235,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
28,28,0.0006479025139331125,132.44,0.8420278847217559,0.8347180096100862,0.6292808219178082,0.6996531448189007,0.6292808219178082,0.26490740525198075,0.693991540479732,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
29,29,0.000622476716436202,136.96,0.7952888071537018,0.8585972339425185,0.7054794520547946,0.6902969811173787,0.7054794520547946,0.33128302586086955,0.7462764886075365,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
30,30,0.0005967179184231217,141.57,0.8220148146152496,0.8633692132385626,0.5953767123287671,0.6848873225930572,0.5953767123287671,0.268736697106441,0.6702837536554438,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
31,31,0.0005706991360054425,146.13,0.7949499696493149,0.6927182710640234,0.7931506849315069,0.6924827479498006,0.7931506849315068,0.29907247882763016,0.7897846771232587,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
32,32,0.0005444941222487762,150.67,0.7472766757011413,0.6892991320370403,0.8243150684931507,0.6954941135274688,0.8243150684931507,0.31330849003542305,0.8097336508530916,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
33,33,0.0005181771581116985,155.19,0.7925992250442505,0.8745468800300604,0.6429794520547946,0.6927538522582035,0.6429794520547946,0.3159087776675986,0.7061587660202072,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
34,34,0.0004918228418883015,159.7,0.7776484191417694,0.6605492878756295,0.8434931506849315,0.6923667407346302,0.8434931506849315,0.32273914751069743,0.818897813081861,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
35,35,0.000465505877751224,164.21,0.8052276253700257,0.86358549277464,0.6784246575342465,0.693959812698713,0.6784246575342465,0.30845556534540386,0.729352673503147,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
36,36,0.0004393008639945577,168.7,0.7309201657772064,0.7581167254750043,0.738013698630137,0.702988408150816,0.7380136986301371,0.31139956606918157,0.7644173600872175,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
37,37,0.0004132820815768785,173.21,0.7188283175230026,0.9116886581919373,0.638527397260274,0.7073572813893597,0.638527397260274,0.304535569325329,0.699523166663091,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
38,38,0.00038752328356379817,177.74,0.8381822943687439,1.202319427048915,0.3292808219178082,0.7015130689850311,0.3292808219178082,0.24600785540932452,0.4263912102012343,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
39,39,0.0003620974860668877,182.29,0.7691301345825196,1.0941486102720237,0.48476027397260274,0.6980611397889893,0.48476027397260274,0.27733199623543375,0.5832682912616218,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
40,40,0.00033707676127157503,186.81,0.8036447167396545,0.905383597957353,0.6116438356164383,0.6900144846825496,0.6116438356164383,0.2947563233772912,0.6852884604017425,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
41,41,0.00031253203314070646,191.35,0.8077605068683624,1.0803107645821899,0.5053082191780822,0.6942525959080887,0.5053082191780822,0.2839663840892204,0.6011303482399124,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
42,42,0.0002885328763728666,195.89,0.7196369230747223,0.8912205783879921,0.6256849315068493,0.6970789784541584,0.6256849315068493,0.2947921005574876,0.6934853046909542,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
43,43,0.00026514731918533824,200.4,0.779669713973999,0.8730734201939139,0.6465753424657534,0.6966747424641824,0.6465753424657534,0.3061838545979657,0.709396977260719,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
44,44,0.0002424416504807275,204.9,0.7352112352848053,0.9437262541423105,0.6008561643835616,0.697868459215673,0.6008561643835616,0.29674392685277456,0.675719540136665,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
45,45,0.00022048023194386863,209.46,0.7160200893878936,0.9195333477875142,0.6284246575342466,0.6985591654117236,0.6284246575342466,0.3100550124775629,0.6957978381048069,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
46,46,0.00019932531560163506,214.04,0.7599999308586121,1.0967726596210101,0.43356164383561646,0.6990156583045354,0.43356164383561646,0.29325434152558466,0.5401805809727269,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
47,47,0.0001790368673628059,218.69,0.7013529717922211,0.9759060492968723,0.5138698630136986,0.6985772927706957,0.5138698630136986,0.2986102061440176,0.6129148403889967,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
48,48,0.0001596723970381825,223.32,0.7092231333255767,0.8774235196513672,0.5998287671232877,0.6967072086806485,0.5998287671232877,0.29758525257649787,0.6776029340676788,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
49,49,0.0001412867953227818,227.92,0.7266164183616638,0.9072068353528029,0.5852739726027397,0.6979801750317467,0.5852739726027397,0.3112484469964473,0.6683987082567333,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
50,50,0.00012393217820219634,232.5,0.6133431732654572,0.8168945766679229,0.7616438356164383,0.6981070771001804,0.7616438356164383,0.33041455090114624,0.7781161441049467,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
51,51,0.00010765773922417309,237.08,0.7451981961727142,0.7498368896952231,0.8042808219178083,0.6973027226659502,0.8042808219178083,0.33042848265622615,0.7998795874075223,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
52,52,9.250961005415515e-05,241.68,0.7448067963123322,0.8676093346247934,0.7195205479452055,0.6974756609737778,0.7195205479452055,0.32508763225117515,0.7533743183934195,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
53,53,7.853072971006594e-05,246.3,0.6693905174732209,0.9082921057531278,0.6488013698630137,0.6986245057985743,0.6488013698630137,0.3263317603894166,0.7108373146175595,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
54,54,6.576072284699714e-05,250.91,0.6529720485210418,0.8785331155849646,0.6678082191780822,0.6954596455781594,0.6678082191780822,0.33005400516091005,0.7234887620342602,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
55,55,5.423578743681795e-05,255.58,0.6961411356925964,0.8776959933034362,0.6854452054794521,0.7000370589965068,0.6854452054794521,0.3251109915717646,0.7328482692125566,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
56,56,4.398859216109253e-05,260.18,0.6677839666604996,0.8710222409604347,0.6876712328767123,0.7051102661193299,0.6876712328767123,0.33055467828921437,0.7342181169934859,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
57,57,3.504818380815126e-05,264.77,0.6866052180528641,0.8306783521930649,0.7303082191780822,0.7007795018983977,0.7303082191780822,0.3293766796728842,0.7603268331605517,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
58,58,2.743990493681467e-05,269.33,0.7067625761032105,0.8217066298302722,0.724486301369863,0.6993459516646633,0.724486301369863,0.3275330247102549,0.7577203488207963,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
59,59,2.1185322040155998e-05,274.0,0.6660715758800506,0.8271156879626724,0.7166095890410958,0.703124533606905,0.7166095890410958,0.3400664449374551,0.7537592015556058,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
60,60,1.6302164412934446e-05,278.64,0.6736373692750931,0.8086822483535498,0.7376712328767123,0.6973171991034907,0.7376712328767123,0.32787384317543744,0.7647535421103538,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
61,61,1.280427389598214e-05,283.18,0.6891593694686889,0.8366793735488637,0.7077054794520548,0.698490864611091,0.7077054794520546,0.3286279543672361,0.7473486380303109,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
62,62,1.0701565640002838e-05,287.69,0.7001713335514068,0.8299875543133853,0.7041095890410959,0.7005686824428581,0.7041095890410959,0.32643560118949194,0.7450821963065406,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
63,63,1e-05,292.2,0.6529098093509674,0.8770476907797872,0.6558219178082192,0.7009353129130647,0.6558219178082192,0.32141343416322365,0.7151486047472343,7,0.6075697475406405,0.8583904109589041,0.6441876767268092,0.8583904109589041,0.2635156205179854,0.8151995438185102
